method,case_id,category,archive_name,member_name,context,tags,input_bytes,expected_status,expected_ok,expected_classified,expected_bytes_preserved,actual_ok,actual_classified,actual_bytes_preserved,filter_decision,extraction_outcome,outside_write_clean,link_behavior,metadata_behavior,parse_ok,zipfile_contrast,external_security_not_tested,tarfile_data_filter_available,tarfile_tar_filter_available,tarfile_fully_trusted_filter_available,correct,fail_reason,expected_fail_naive,elapsed_ms,output_chars,note
preserve_original_archive_bytes_baseline,T037,fully_trusted_filter,demo_payload,demo_payload/safe.txt,filter_behavior,fully_trusted_filter,21,success,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003037,107,preserved 21 bytes of member metadata
preserve_original_archive_bytes_baseline,T038,default_filter,sample_bundle,sample_bundle/safe.txt,filter_behavior,default_filter,22,success,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003074,107,preserved 22 bytes of member metadata
preserve_original_archive_bytes_baseline,T039,custom_filter,synthetic_report,../traversal.txt,filter_behavior,"custom_filter,traversal_path,naive_negative",16,error,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003056,107,preserved 16 bytes of member metadata
preserve_original_archive_bytes_baseline,T040,custom_filter,example_note,example_note/link_evil,filter_behavior,"custom_filter,symlink_outside,naive_negative",22,error,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003081,107,preserved 22 bytes of member metadata
preserve_original_archive_bytes_baseline,T041,custom_filter,example_project,example_project/dev_zero,filter_behavior,"custom_filter,special_file",24,error,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003116,107,preserved 24 bytes of member metadata
preserve_original_archive_bytes_baseline,T042,list_before_extract,test_widget,test_widget/listme.txt,filter_behavior,list_before_extract,22,success,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003032,107,preserved 22 bytes of member metadata
preserve_original_archive_bytes_baseline,T043,extractfile_only,fictional_event,fictional_event/readme.txt,filter_behavior,extractfile_only,26,success,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.00304,107,preserved 26 bytes of member metadata
preserve_original_archive_bytes_baseline,T044,zipfile_contrast,toy_archive,toy_archive/zip_safe.txt,zipfile_contrast,zipfile_contrast,24,success,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003056,107,preserved 24 bytes of member metadata
preserve_original_archive_bytes_baseline,T045,zipfile_contrast,demo_payload,../zip_traversal.txt,zipfile_contrast,"zipfile_contrast,traversal_path,naive_negative",20,error,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003106,107,preserved 20 bytes of member metadata
preserve_original_archive_bytes_baseline,T046,archive_bomb_not_tested,sample_bundle,sample_bundle/bomb.txt,external_truth_not_tested,archive_bomb_not_tested,22,success,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003033,107,preserved 22 bytes of member metadata
preserve_original_archive_bytes_baseline,T047,archive_bomb_not_tested,synthetic_report,synthetic_report/size_bomb.txt,external_truth_not_tested,archive_bomb_not_tested,30,success,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003093,107,preserved 30 bytes of member metadata
preserve_original_archive_bytes_baseline,T048,symlink_race_not_tested,example_note,example_note/race.txt,external_truth_not_tested,symlink_race_not_tested,21,success,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003055,107,preserved 21 bytes of member metadata
preserve_original_archive_bytes_baseline,T049,real_cve_not_tested,example_project,example_project/cve.txt,external_truth_not_tested,real_cve_not_tested,23,success,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.00305,107,preserved 23 bytes of member metadata
preserve_original_archive_bytes_baseline,T050,external_truth_not_tested,test_widget,test_widget/external.txt,external_truth_not_tested,external_truth_not_tested,24,success,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003091,107,preserved 24 bytes of member metadata
preserve_original_archive_bytes_baseline,T051,naive_negative,fictional_event,../../../etc/passwd,traversal_member,"naive_negative,traversal_path",19,error,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003191,107,preserved 19 bytes of member metadata
preserve_original_archive_bytes_baseline,T052,naive_negative,toy_archive,/absolute/evil.txt,absolute_path,"naive_negative,absolute_path",18,error,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003099,107,preserved 18 bytes of member metadata
preserve_original_archive_bytes_baseline,T053,naive_negative,demo_payload,demo_payload/symlink_out,symlink_caveat,"naive_negative,symlink_outside",24,error,True,False,True,True,False,True,,,,,,,,,,,,True,,False,0.003117,107,preserved 24 bytes of member metadata
tarfile_stdlib_availability_guard,T001,safe_regular_file,example_project,example_project/README.txt,safe_member,safe_regular_file,26,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.005697,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T002,safe_regular_file,test_widget,test_widget/nested/config.json,safe_member,safe_regular_file,30,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.003061,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T003,safe_directory,fictional_event,fictional_event/data/,safe_member,safe_directory,21,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.002011,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T004,dot_component,toy_archive,toy_archive/./note.txt,safe_member,dot_component,22,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001858,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T005,redundant_separator,demo_payload,demo_payload//safe.txt,safe_member,redundant_separator,22,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.00176,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T006,traversal_path,sample_bundle,../outside.txt,traversal_member,"traversal_path,naive_negative",14,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001752,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T007,traversal_path,synthetic_report,sample_bundle/../../etc/passwd,traversal_member,"traversal_path,naive_negative",30,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001716,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T008,absolute_path,example_note,/etc/passwd,absolute_path,"absolute_path,naive_negative",11,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001669,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T009,absolute_path,example_project,/tmp/evil.txt,absolute_path,"absolute_path,naive_negative",13,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.002156,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T010,windows_drive_path,test_widget,C:/temp/file.txt,windows_path_caveat,windows_drive_path,16,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001762,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T011,unc_path,fictional_event,//server/share/file.txt,windows_path_caveat,unc_path,23,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.00186,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T012,absolute_path,toy_archive,/leading/slash.txt,absolute_path,absolute_path,18,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001658,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T013,backslash_path,demo_payload,demo_payload\subdir\file.txt,windows_path_caveat,backslash_path,28,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001653,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T014,unicode_filename,sample_bundle,sample_bundle/café.txt,unicode_path,unicode_filename,23,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001626,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T015,unicode_filename,synthetic_report,synthetic_report/café.txt,unicode_path,unicode_filename,27,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001683,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T016,unicode_filename,example_note,example_note/📦.txt,unicode_path,unicode_filename,21,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001587,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T017,long_path,example_project,example_project/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/a/deep.txt,unicode_path,long_path,84,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001582,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T018,shell_metachar_filename,test_widget,test_widget/sp ace $HOME `id`.txt,safe_member,shell_metachar_filename,33,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001594,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T019,control_character_filename,fictional_event,"fictional_event/bad
name.txt",safe_member,control_character_filename,28,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001599,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T020,symlink_inside,toy_archive,toy_archive/link_inside,symlink_caveat,symlink_inside,23,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001623,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T021,symlink_outside,demo_payload,demo_payload/evil_link,symlink_caveat,"symlink_outside,naive_negative",22,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001629,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T022,symlink_follow_caveat,sample_bundle,sample_bundle/tricky.txt,symlink_caveat,symlink_follow_caveat,24,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001631,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T023,hardlink_inside,synthetic_report,synthetic_report/hard_inside,hardlink_caveat,hardlink_inside,28,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001622,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T024,hardlink_outside,example_note,example_note/hard_evil,hardlink_caveat,"hardlink_outside,naive_negative",22,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001755,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T025,special_file,example_project,example_project/dev_null,special_file_caveat,special_file,24,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.00164,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T026,fifo_file,test_widget,test_widget/my_fifo,special_file_caveat,fifo_file,19,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001664,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T027,permission_metadata,fictional_event,fictional_event/suid_bin,metadata_caveat,permission_metadata,24,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.00164,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T028,permission_metadata,toy_archive,toy_archive/executable.sh,metadata_caveat,permission_metadata,25,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001575,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T029,ownership_metadata,demo_payload,demo_payload/owned.txt,metadata_caveat,ownership_metadata,22,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001568,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T030,mtime_metadata,sample_bundle,sample_bundle/timed.txt,metadata_caveat,mtime_metadata,23,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001582,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T031,pax_metadata,synthetic_report,synthetic_report/pax.txt,metadata_caveat,pax_metadata,24,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001631,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T032,duplicate_member,example_note,example_note/dup.txt,safe_member,duplicate_member,20,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.00159,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T033,duplicate_member,example_project,example_project/conflict,safe_member,duplicate_member,24,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001639,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T034,partial_extraction,test_widget,test_widget/partial.txt,metadata_caveat,partial_extraction,23,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001662,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T035,data_filter,fictional_event,fictional_event/safe.txt,filter_behavior,data_filter,24,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001601,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T036,tar_filter,toy_archive,toy_archive/safe.txt,filter_behavior,tar_filter,20,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.0016,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T037,fully_trusted_filter,demo_payload,demo_payload/safe.txt,filter_behavior,fully_trusted_filter,21,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001609,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T038,default_filter,sample_bundle,sample_bundle/safe.txt,filter_behavior,default_filter,22,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001637,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T039,custom_filter,synthetic_report,../traversal.txt,filter_behavior,"custom_filter,traversal_path,naive_negative",16,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001575,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T040,custom_filter,example_note,example_note/link_evil,filter_behavior,"custom_filter,symlink_outside,naive_negative",22,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001616,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T041,custom_filter,example_project,example_project/dev_zero,filter_behavior,"custom_filter,special_file",24,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.00162,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T042,list_before_extract,test_widget,test_widget/listme.txt,filter_behavior,list_before_extract,22,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001529,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T043,extractfile_only,fictional_event,fictional_event/readme.txt,filter_behavior,extractfile_only,26,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001535,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T044,zipfile_contrast,toy_archive,toy_archive/zip_safe.txt,zipfile_contrast,zipfile_contrast,24,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001576,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T045,zipfile_contrast,demo_payload,../zip_traversal.txt,zipfile_contrast,"zipfile_contrast,traversal_path,naive_negative",20,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001564,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T046,archive_bomb_not_tested,sample_bundle,sample_bundle/bomb.txt,external_truth_not_tested,archive_bomb_not_tested,22,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001559,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T047,archive_bomb_not_tested,synthetic_report,synthetic_report/size_bomb.txt,external_truth_not_tested,archive_bomb_not_tested,30,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001572,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T048,symlink_race_not_tested,example_note,example_note/race.txt,external_truth_not_tested,symlink_race_not_tested,21,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001554,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T049,real_cve_not_tested,example_project,example_project/cve.txt,external_truth_not_tested,real_cve_not_tested,23,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001563,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T050,external_truth_not_tested,test_widget,test_widget/external.txt,external_truth_not_tested,external_truth_not_tested,24,success,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001574,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
tarfile_stdlib_availability_guard,T051,naive_negative,fictional_event,../../../etc/passwd,traversal_member,"naive_negative,traversal_path",19,error,True,False,True,True,False,True,,,,,,,,,True,True,True,True,,False,0.001569,295,tarfile.data_filter / tarfile.tar_filter / fully_trusted_filter available – Python 3.14 default
